MeterID,Zone,ConsumerType,Date,EnergyConsumed_kWh,PeakUsage_kWh,OutageMinutes,MeterStatus,TariffRate
M02797,North,Industrial,2025-01-11,121.47,86.19,21,Active,10.61
M02798,East,Commercial,2025-11-02,47.12,25.4,18,Active,8.65
M02799,Central,Industrial,2025-05-02,103.73,63.66,17,Active,9.98
M02800,East,Commercial,2025-08-23,77.86,53.71,17,Active,8.37
M02801,West,Commercial,2025-11-27,77.41,54.42,23,Active,8.37
M02802,West,Residential,2025-01-31,30.25,15.56,15,Active,6.09
M02803,East,Residential,2025-12-14,42.32,22.03,20,Active,6.39
M02804,North,Residential,2025-08-12,27.67,18.69,17,Active,6.84
M02805,North,Residential,2025-06-02,26.33,17.21,17,Active,6.5
M02806,North,Residential,2025-07-31,26.75,16.03,16,Active,7.23
M02807,East,Industrial,2025-04-02,103.48,57.14,11,Faulty,10.37
M02808,North,Residential,2025-11-27,20.7,11.56,20,Active,7.12
M02809,Central,Residential,2025-12-14,50.62,21.84,16,Active,6.15
M02810,West,Residential,2025-05-09,41.57,27.87,25,Active,6.59
M02811,Central,Residential,2025-07-16,39.75,22.22,19,Faulty,6.05
M02812,North,Residential,2025-02-11,32.6,11.79,19,Active,7.16
M02813,Central,Residential,2025-08-16,56.3,20.83,16,Faulty,6.19
M02814,North,Residential,2025-07-13,27.49,18.72,22,Active,7.05
M02815,East,Residential,2025-01-18,42.21,23.76,20,Active,7.2
M02816,Central,Commercial,2025-11-29,65.97,29.64,14,Faulty,8.57
M02817,East,Commercial,2025-08-31,53.47,18.37,24,Active,8.51
M02818,East,Residential,2025-10-03,24.88,13.81,16,Active,6.78
M02819,South,Residential,2025-05-07,34.7,11.87,23,Active,6.96
M02820,North,Residential,2025-03-16,40.8,19.79,19,Active,6.84
M02821,West,Commercial,2025-03-03,56.91,33.51,18,Active,8.0
M02822,North,Residential,2025-10-15,22.64,12.06,21,Faulty,7.02
M02823,West,Residential,2025-07-05,36.71,26.1,11,Active,6.19
M02824,North,Commercial,2025-06-27,62.97,16.99,16,Active,8.58
M02825,East,Residential,2025-06-15,29.91,11.66,13,Active,6.37
M02826,Central,Residential,2025-07-02,18.98,5.29,31,Active,7.21
M02827,Central,Residential,2025-01-28,38.6,13.41,15,Faulty,6.65
M02828,South,Industrial,2025-11-26,107.62,33.58,20,Faulty,10.18
M02829,West,Industrial,2025-09-04,109.14,67.27,18,Faulty,9.6
M02830,West,Commercial,2025-12-03,70.66,30.72,21,Active,9.17
M02831,West,Residential,2025-01-22,33.07,23.56,27,Active,6.31
M02832,East,Residential,2025-04-06,24.36,6.37,16,Active,6.54
M02833,West,Industrial,2025-05-02,110.16,63.5,12,Active,10.78
M02834,Central,Industrial,2025-09-07,109.06,80.19,21,Active,9.65
M02835,East,Residential,2025-11-04,22.88,7.73,14,Faulty,6.93
M02836,North,Commercial,2025-11-30,60.52,28.52,14,Active,8.34
M02837,West,Residential,2025-11-22,23.75,14.27,19,Active,6.55
M02838,West,Residential,2025-05-17,45.35,25.69,23,Active,6.54
M02839,North,Commercial,2025-10-04,55.95,29.82,21,Active,9.21
M02840,West,Residential,2025-11-16,24.04,9.94,22,Faulty,6.01
M02841,North,Industrial,2025-11-28,98.31,60.37,16,Active,9.98
M02842,East,Residential,2025-03-02,30.89,17.81,14,Active,7.11
M02843,Central,Residential,2025-09-07,42.39,14.05,12,Active,7.18
M02844,North,Industrial,2025-04-05,107.64,78.8,22,Active,9.9
M02845,South,Industrial,2025-10-23,99.19,52.36,16,Active,9.81
M02846,North,Residential,2025-07-03,36.84,18.89,18,Active,6.6
M02847,West,Residential,2025-09-17,30.92,20.84,16,Active,6.97
M02848,East,Commercial,2025-10-14,62.09,35.4,20,Active,8.2
M02849,East,Residential,2025-06-04,20.63,5.93,15,Active,7.02
M02850,North,Industrial,2025-07-05,99.83,50.24,16,Active,10.17
M02851,Central,Industrial,2025-03-10,93.88,60.11,27,Active,9.68
M02852,South,Residential,2025-11-22,25.37,15.22,16,Active,6.87
M02853,East,Residential,2025-09-18,32.49,23.89,13,Active,6.82
M02854,West,Residential,2025-04-25,40.39,10.6,22,Active,6.81
M02855,West,Industrial,2025-12-13,117.85,44.85,18,Faulty,10.48
M02856,Central,Residential,2025-01-08,46.36,24.32,18,Active,6.24
M02857,East,Residential,2025-09-22,37.93,21.23,17,Active,6.91
M02858,North,Residential,2025-09-28,32.04,12.41,23,Active,7.15
M02859,West,Commercial,2025-09-06,60.55,40.17,22,Active,8.69
M02860,Central,Residential,2025-04-15,28.9,9.6,21,Active,6.63
M02861,East,Residential,2025-09-20,43.32,10.85,13,Active,7.04
M02862,East,Industrial,2025-08-12,126.93,92.18,17,Active,9.69
M02863,East,Industrial,2025-11-24,124.21,55.37,19,Faulty,9.94
M02864,East,Commercial,2025-09-28,61.72,44.98,17,Active,9.11
M02865,East,Residential,2025-06-14,27.0,10.5,18,Active,6.65
M02866,West,Residential,2025-03-24,39.2,11.04,18,Faulty,7.09
M02867,Central,Commercial,2025-10-22,53.36,33.95,23,Active,8.33
M02868,East,Residential,2025-05-14,33.0,22.04,30,Active,6.51
M02869,South,Industrial,2025-07-30,101.44,50.32,21,Active,10.57
M02870,South,Commercial,2025-11-09,65.21,18.71,20,Active,8.21
M02871,Central,Residential,2025-04-02,34.74,20.05,16,Active,7.16
M02872,North,Industrial,2025-12-03,100.96,34.43,22,Active,9.9
M02873,North,Industrial,2025-05-07,143.33,96.7,15,Active,10.76
M02874,North,Residential,2025-07-10,23.02,8.91,15,Active,7.08
M02875,South,Residential,2025-06-08,27.13,18.28,17,Active,6.59
M02876,North,Residential,2025-11-27,37.24,17.26,20,Faulty,6.96
M02877,West,Residential,2025-12-01,48.92,26.82,15,Active,6.72
M02878,East,Residential,2025-01-10,45.66,29.44,13,Active,7.11
M02879,South,Commercial,2025-04-17,51.21,13.84,14,Active,8.67
M02880,Central,Industrial,2025-03-28,130.72,86.35,19,Faulty,10.78
M02881,Central,Residential,2025-03-08,38.6,12.33,19,Faulty,6.17
M02882,East,Residential,2025-03-03,33.73,14.48,28,Active,6.88
M02883,South,Commercial,2025-05-26,62.38,30.34,16,Active,8.32
M02884,North,Residential,2025-06-02,70.74,49.36,19,Active,6.25
M02885,North,Industrial,2025-04-17,126.21,32.97,15,Active,10.03
M02886,West,Residential,2025-05-28,24.81,13.14,16,Faulty,6.48
M02887,West,Residential,2025-07-05,32.62,18.63,15,Faulty,6.06
M02888,North,Residential,2025-12-15,44.98,18.36,16,Active,6.56
M02889,Central,Commercial,2025-12-08,87.26,34.49,27,Active,9.24
M02890,Central,Residential,2025-06-27,28.32,14.03,22,Active,6.61
M02891,West,Commercial,2025-12-01,59.74,20.52,12,Active,8.39
M02892,East,Residential,2025-09-23,35.78,17.32,17,Active,7.23
M02893,North,Residential,2025-05-29,63.85,40.39,26,Active,6.66
M02894,West,Residential,2025-09-04,36.02,24.23,15,Active,6.37
M02895,West,Industrial,2025-09-11,104.02,46.04,17,Active,10.52
M02896,North,Industrial,2025-01-29,106.21,59.33,17,Active,9.79
M02897,North,Residential,2025-12-18,47.8,11.95,22,Active,6.32
M02898,Central,Residential,2025-09-23,23.1,12.13,13,Active,6.42
M02899,East,Residential,2025-01-13,54.31,40.06,15,Active,6.51
M02900,East,Residential,2025-02-16,28.27,11.48,11,Active,6.76
M02901,North,Residential,2025-05-31,33.44,18.3,16,Active,6.67
M02902,South,Industrial,2025-02-19,98.95,62.45,17,Active,10.47
M02903,West,Industrial,2025-08-03,99.81,55.34,19,Active,10.43
M02904,West,Residential,2025-05-12,50.28,23.09,21,Active,6.06
M02905,North,Residential,2025-04-23,29.55,9.64,13,Active,6.17
M02906,South,Industrial,2025-09-09,116.48,56.13,14,Active,9.78
M02907,Central,Commercial,2025-12-07,71.34,28.35,22,Active,8.78
M02908,North,Residential,2025-02-22,39.53,23.64,12,Active,7.16
M02909,North,Residential,2025-05-10,46.14,21.73,18,Active,6.42
M02910,West,Residential,2025-11-20,26.28,17.74,29,Active,7.25
M02911,North,Residential,2025-07-12,19.28,6.68,12,Active,6.22
M02912,North,Residential,2025-03-20,31.14,14.29,9,Faulty,7.2
M02913,North,Residential,2025-02-26,43.62,23.06,20,Active,7.04
M02914,West,Commercial,2025-04-07,106.04,33.19,23,Active,8.51
M02915,Central,Residential,2025-07-17,39.81,21.65,17,Active,6.27
M02916,Central,Residential,2025-05-15,41.62,16.46,23,Active,6.51
M02917,North,Residential,2025-05-27,33.84,12.34,17,Active,6.28
M02918,West,Commercial,2025-06-21,69.33,22.25,27,Active,8.73
M02919,Central,Industrial,2025-03-04,104.81,44.54,21,Active,10.25
M02920,Central,Residential,2025-03-06,24.51,17.51,17,Faulty,7.0
M02921,Central,Residential,2025-10-22,49.77,13.21,17,Active,6.69
M02922,West,Industrial,2025-07-30,117.79,79.64,16,Faulty,9.95
M02923,West,Residential,2025-04-19,38.88,17.44,15,Active,7.19
M02924,North,Residential,2025-10-09,28.01,14.87,19,Active,6.1
M02925,East,Residential,2025-06-21,35.33,17.89,25,Active,7.05
M02926,Central,Residential,2025-01-12,26.19,18.67,16,Active,6.53
M02927,East,Residential,2025-11-29,29.03,18.44,17,Active,6.24
M02928,West,Industrial,2025-08-08,110.68,82.17,19,Active,9.66
M02929,West,Commercial,2025-12-08,61.57,39.85,18,Active,8.29
M02930,West,Residential,2025-10-13,24.09,9.59,13,Active,6.16
M02931,East,Industrial,2025-06-21,116.79,85.43,20,Active,10.1
M02932,West,Residential,2025-08-24,64.99,48.21,25,Faulty,6.45
M02933,North,Residential,2025-06-15,28.88,9.0,16,Active,6.46
M02934,West,Commercial,2025-07-06,73.07,51.19,17,Active,8.2
M02935,South,Commercial,2025-06-19,59.06,34.38,31,Active,8.86
M02936,East,Residential,2025-02-21,54.46,38.72,22,Active,6.79
M02937,South,Residential,2025-11-15,40.62,28.75,16,Active,7.28
M02938,West,Commercial,2025-07-08,55.14,38.36,12,Active,8.22
M02939,North,Commercial,2025-04-30,91.41,63.31,23,Active,9.08
M02940,Central,Commercial,2025-04-15,69.8,21.56,22,Active,8.04
M02941,West,Residential,2025-06-11,39.48,12.7,15,Active,6.1
M02942,North,Residential,2025-10-22,24.62,7.6,24,Active,6.84
M02943,East,Residential,2025-02-10,29.53,8.73,19,Active,6.53
M02944,South,Residential,2025-12-30,57.41,24.49,19,Active,6.3
M02945,South,Industrial,2025-06-14,109.92,65.07,29,Active,9.5
M02946,South,Residential,2025-11-17,40.86,17.46,23,Active,6.86
M02947,East,Residential,2025-12-01,41.62,25.39,16,Faulty,6.57
M02948,North,Commercial,2025-06-09,60.76,40.11,27,Active,8.22
M02949,East,Residential,2025-09-21,26.86,15.66,16,Active,7.26
M02950,South,Residential,2025-12-19,28.29,13.65,22,Faulty,6.46
M02951,West,Commercial,2025-01-18,90.58,36.03,20,Active,8.39
M02952,Central,Industrial,2025-06-22,95.04,29.67,19,Active,10.16
M02953,East,Commercial,2025-12-18,50.2,24.94,13,Active,8.36
M02954,East,Residential,2025-02-02,28.19,17.19,23,Active,6.35
M02955,North,Commercial,2025-09-18,58.86,30.85,22,Active,9.26
M02956,North,Commercial,2025-07-29,53.09,32.42,20,Faulty,8.34
M02957,East,Residential,2025-11-26,42.09,17.58,16,Active,6.79
M02958,South,Residential,2025-06-13,34.22,9.7,22,Active,6.05
M02959,Central,Industrial,2025-01-05,111.49,70.86,17,Active,9.7
M02960,North,Residential,2025-02-03,29.87,10.75,20,Active,6.03
M02961,South,Commercial,2025-10-07,73.03,40.76,16,Active,8.69
M02962,West,Residential,2025-05-25,27.02,17.62,23,Active,6.64
M02963,North,Residential,2025-12-17,41.45,13.25,16,Active,6.43
M02964,South,Residential,2025-03-12,34.81,19.12,21,Active,6.91
M02965,South,Commercial,2025-12-14,96.99,57.68,20,Active,8.81
M02966,Central,Residential,2025-08-18,54.66,34.07,20,Active,6.78
M02967,Central,Residential,2025-05-05,43.9,14.22,25,Active,6.44
M02968,West,Commercial,2025-10-05,54.81,36.31,16,Active,8.43
M02969,South,Commercial,2025-09-28,87.21,25.91,20,Active,9.14
M02970,South,Industrial,2025-12-23,106.29,54.19,21,Active,10.21
M02971,Central,Residential,2025-01-15,29.25,13.8,15,Active,6.35
M02972,North,Residential,2025-08-30,35.91,12.96,26,Active,6.71
M02973,North,Industrial,2025-06-02,138.68,55.61,21,Active,9.85
M02974,East,Commercial,2025-02-22,50.14,16.66,16,Active,8.24
M02975,Central,Residential,2025-05-29,27.63,12.79,20,Active,6.37
M02976,East,Residential,2025-12-24,24.7,6.61,17,Active,6.82
M02977,Central,Commercial,2025-08-07,53.06,36.85,13,Faulty,8.67
M02978,West,Residential,2025-04-23,21.83,7.24,18,Active,6.21
M02979,South,Commercial,2025-10-15,46.78,32.42,19,Active,9.18
M02980,West,Residential,2025-10-04,41.03,27.97,16,Active,6.65
M02981,Central,Residential,2025-03-24,29.37,13.98,20,Active,7.03
M02982,South,Commercial,2025-08-06,47.38,23.64,17,Active,8.43
M02983,North,Residential,2025-08-14,44.47,17.83,12,Active,7.24
M02984,North,Residential,2025-09-27,33.89,25.36,14,Active,6.98
M02985,East,Residential,2025-01-15,34.27,20.06,16,Active,6.59
M02986,Central,Residential,2025-10-17,24.04,17.45,11,Active,7.17
M02987,Central,Commercial,2025-12-05,55.61,25.44,11,Active,8.93
M02988,North,Commercial,2025-09-22,62.51,43.23,21,Active,8.56
M02989,West,Commercial,2025-07-18,53.56,25.39,16,Active,9.27
M02990,South,Residential,2025-06-07,25.51,17.43,23,Active,6.39
M02991,West,Residential,2025-11-29,58.56,18.47,14,Active,6.33
M02992,West,Residential,2025-07-26,21.9,12.45,13,Active,7.16
M02993,North,Industrial,2025-06-23,124.59,73.43,12,Active,10.42
M02994,North,Commercial,2025-07-03,59.54,34.42,21,Active,8.45
M02995,North,Commercial,2025-09-22,57.02,27.0,15,Faulty,8.3
M02996,East,Residential,2025-09-03,37.71,22.32,17,Active,6.23
M02997,West,Residential,2025-02-05,54.04,19.98,21,Faulty,6.41
M02998,Central,Residential,2025-09-16,35.42,19.41,16,Active,6.16
M02999,South,Residential,2025-01-19,49.23,25.95,16,Active,6.19
M03000,East,Residential,2025-01-23,35.62,14.57,16,Active,7.01
M03001,Central,Industrial,2025-04-14,98.53,63.0,28,Active,9.58
M03002,West,Residential,2025-08-29,32.03,9.3,15,Active,6.57
M03003,North,Residential,2025-12-27,19.39,6.51,14,Active,6.53
M03004,West,Residential,2025-07-23,49.59,24.08,18,Active,7.25
M03005,South,Industrial,2025-09-10,116.61,81.15,13,Active,10.11
M03006,East,Commercial,2025-05-22,55.62,29.9,22,Active,8.21
M03007,East,Commercial,2025-10-29,76.61,51.41,15,Active,8.11
M03008,South,Industrial,2025-05-23,121.39,61.76,27,Active,10.45
M03009,Central,Residential,2025-09-28,21.29,13.68,19,Active,6.19
M03010,Central,Commercial,2025-11-03,61.35,25.33,17,Active,9.22
M03011,East,Residential,2025-04-20,23.06,15.16,13,Active,6.73
M03012,East,Residential,2025-01-08,43.25,19.5,15,Active,6.52
M03013,North,Commercial,2025-03-10,61.88,32.76,25,Active,8.89
M03014,Central,Commercial,2025-07-09,53.14,17.96,23,Active,8.26
M03015,South,Residential,2025-06-28,42.55,30.22,21,Active,6.5
M03016,Central,Residential,2025-03-04,31.23,18.76,21,Active,6.04
M03017,North,Residential,2025-03-09,29.5,20.04,23,Active,7.14
M03018,East,Residential,2025-07-25,30.69,10.86,25,Active,6.55
M03019,East,Residential,2025-01-06,24.64,6.99,17,Active,6.99
M03020,North,Residential,2025-04-29,40.35,16.89,27,Active,7.19
M03021,South,Residential,2025-11-09,39.69,20.18,16,Active,6.85
M03022,East,Commercial,2025-01-31,58.69,38.22,25,Active,8.49
M03023,West,Residential,2025-01-06,23.54,10.57,20,Active,6.81
M03024,East,Residential,2025-07-26,22.86,8.8,17,Active,6.47
M03025,West,Residential,2025-06-06,28.03,12.23,24,Active,6.74
M03026,North,Industrial,2025-03-08,108.24,65.14,23,Active,10.06
M03027,North,Residential,2025-11-26,53.6,22.41,15,Faulty,6.19
M03028,East,Residential,2025-12-19,33.97,25.12,16,Active,7.01
M03029,Central,Residential,2025-12-02,35.3,11.91,22,Active,6.65
M03030,West,Commercial,2025-10-16,60.65,38.0,13,Active,8.25
M03031,South,Commercial,2025-05-20,60.84,33.13,15,Active,9.16
M03032,East,Commercial,2025-10-27,50.75,18.6,13,Faulty,9.11
M03033,South,Industrial,2025-01-13,132.07,82.78,19,Active,10.23
M03034,East,Commercial,2025-06-01,50.03,23.7,18,Active,9.26
M03035,Central,Commercial,2025-11-09,69.33,40.99,19,Active,9.21
M03036,Central,Residential,2025-12-18,34.59,20.1,25,Active,7.17
M03037,Central,Residential,2025-04-19,31.61,9.65,22,Active,6.17
M03038,Central,Industrial,2025-12-22,98.18,65.78,18,Active,9.88
M03039,North,Residential,2025-05-29,27.78,16.41,13,Active,6.53
M03040,North,Residential,2025-07-23,102.88,65.87,16,Active,7.08
M03041,West,Commercial,2025-11-03,52.27,24.77,17,Active,9.13
M03042,South,Residential,2025-01-21,39.43,13.7,15,Faulty,6.98
M03043,East,Commercial,2025-03-01,64.77,26.76,16,Active,8.61
M03044,East,Commercial,2025-01-21,57.2,40.08,21,Active,8.21
M03045,North,Residential,2025-12-29,34.33,24.68,22,Active,6.05
M03046,East,Commercial,2025-09-02,67.0,32.89,9,Active,8.91
M03047,North,Residential,2025-03-14,45.1,18.01,18,Active,7.29
M03048,West,Residential,2025-03-17,29.62,18.22,14,Active,6.45
M03049,South,Residential,2025-07-05,40.42,25.59,20,Active,6.74
M03050,West,Commercial,2025-03-19,57.76,37.99,12,Active,9.05
M03051,Central,Commercial,2025-03-06,50.25,13.34,22,Active,8.24
M03052,Central,Residential,2025-12-08,28.65,7.3,26,Active,7.08
M03053,Central,Commercial,2025-10-17,59.75,25.61,18,Active,8.81
M03054,West,Residential,2025-02-25,46.38,15.13,16,Active,6.74
M03055,East,Industrial,2025-11-27,102.3,66.75,16,Active,10.49
M03056,South,Residential,2025-09-16,34.02,17.57,18,Active,6.31
M03057,Central,Commercial,2025-07-09,64.22,42.56,23,Active,8.8
M03058,Central,Residential,2025-01-06,33.55,11.36,26,Active,6.31
M03059,Central,Residential,2025-01-06,25.12,14.16,9,Active,6.23
M03060,South,Residential,2025-07-10,50.95,27.52,26,Active,6.81
M03061,Central,Industrial,2025-05-28,121.9,51.22,20,Active,9.85
M03062,South,Residential,2025-09-15,33.05,16.81,18,Active,6.93
M03063,Central,Industrial,2025-08-06,97.05,52.85,18,Active,10.17
M03064,West,Residential,2025-03-31,22.73,15.79,19,Active,6.9
M03065,West,Residential,2025-11-08,29.55,8.21,23,Active,7.16
M03066,South,Residential,2025-12-18,31.95,21.14,30,Faulty,6.18
M03067,West,Commercial,2025-01-10,68.08,50.38,18,Active,8.09
M03068,South,Residential,2025-03-28,44.16,27.2,15,Active,6.52
M03069,West,Industrial,2025-09-07,118.2,73.13,17,Active,10.43
M03070,West,Industrial,2025-11-22,101.95,36.6,19,Active,10.65
M03071,South,Industrial,2025-05-31,101.49,51.92,20,Active,9.55
M03072,East,Residential,2025-04-23,37.46,22.59,15,Active,7.03
M03073,West,Commercial,2025-01-30,52.2,28.77,17,Active,8.1
M03074,Central,Commercial,2025-05-08,71.16,31.49,9,Active,8.75
M03075,East,Residential,2025-03-19,34.33,24.72,17,Active,6.45
M03076,South,Commercial,2025-02-24,64.74,32.82,23,Active,8.02
M03077,East,Residential,2025-11-01,19.73,14.5,22,Active,6.13
M03078,North,Residential,2025-02-03,21.9,11.65,14,Active,6.46
M03079,North,Residential,2025-04-15,23.72,15.34,18,Active,7.24
M03080,West,Residential,2025-06-21,19.58,12.16,24,Active,6.2
M03081,West,Residential,2025-01-22,28.91,16.78,17,Active,6.35
M03082,Central,Residential,2025-10-14,29.34,7.55,21,Active,7.29
M03083,East,Commercial,2025-04-15,53.37,15.41,22,Faulty,8.62
M03084,North,Residential,2025-05-29,53.15,28.74,19,Active,6.34
M03085,West,Residential,2025-09-29,57.03,40.26,19,Active,6.8
M03086,East,Residential,2025-10-03,29.29,16.13,27,Active,6.57
M03087,West,Commercial,2025-10-26,59.19,21.78,21,Active,9.12
M03088,West,Commercial,2025-06-21,64.34,26.39,21,Active,8.01
M03089,North,Commercial,2025-02-16,103.61,58.19,27,Active,9.3
M03090,North,Commercial,2025-04-24,79.96,43.86,12,Active,8.09
M03091,West,Residential,2025-10-02,45.15,32.86,12,Active,6.7
M03092,South,Commercial,2025-10-31,57.34,29.5,14,Active,8.91
M03093,West,Residential,2025-07-26,23.39,10.0,16,Active,6.71
M03094,West,Residential,2025-08-30,30.06,15.41,22,Faulty,6.39
M03095,Central,Commercial,2025-10-28,52.29,33.63,17,Active,9.11
M03096,Central,Residential,2025-07-15,29.06,15.12,18,Active,6.56
M03097,Central,Commercial,2025-06-13,48.87,20.18,16,Active,8.39
M03098,South,Commercial,2025-06-25,68.34,28.66,21,Active,9.0
M03099,South,Residential,2025-12-09,38.29,24.06,20,Active,6.19
M03100,West,Residential,2025-09-28,26.36,7.47,17,Active,6.27
M03101,Central,Residential,2025-04-20,58.24,22.56,16,Active,6.33
M03102,South,Industrial,2025-06-21,94.06,30.71,19,Active,10.07
M03103,North,Commercial,2025-12-18,47.96,34.64,15,Active,8.03
M03104,West,Residential,2025-07-21,31.38,9.26,16,Active,7.29
M03105,East,Residential,2025-06-17,29.62,18.63,9,Active,6.78
M03106,West,Commercial,2025-04-12,64.78,36.61,18,Faulty,9.26
M03107,East,Commercial,2025-03-27,75.92,43.0,23,Active,9.05
M03108,Central,Residential,2025-05-22,51.09,32.27,16,Active,6.17
M03109,East,Residential,2025-12-03,31.12,14.01,17,Faulty,6.27
M03110,Central,Industrial,2025-08-01,102.15,46.01,20,Active,9.54
M03111,North,Residential,2025-02-20,40.67,16.04,14,Active,7.08
M03112,East,Residential,2025-04-22,25.27,13.87,13,Faulty,6.77
M03113,West,Industrial,2025-09-28,97.24,69.52,21,Active,9.78
M03114,Central,Commercial,2025-03-06,71.22,50.71,22,Faulty,9.26
M03115,West,Residential,2025-12-10,20.99,12.63,18,Active,6.96
M03116,South,Residential,2025-07-02,36.13,25.4,20,Active,6.92
M03117,Central,Residential,2025-11-28,28.89,21.14,21,Active,6.35
M03118,East,Residential,2025-01-10,28.28,18.31,27,Active,6.41
M03119,Central,Industrial,2025-08-22,106.96,48.55,18,Active,10.37
M03120,West,Residential,2025-10-25,38.77,19.06,15,Active,6.77
M03121,North,Commercial,2025-09-01,50.04,35.81,17,Active,8.84
M03122,Central,Industrial,2025-12-17,104.0,60.84,18,Faulty,10.64
M03123,East,Residential,2025-09-24,40.88,26.99,23,Active,6.21
M03124,South,Residential,2025-04-28,34.02,10.48,13,Active,6.15
M03125,North,Residential,2025-05-24,44.13,15.31,16,Faulty,6.73
M03126,South,Industrial,2025-07-20,104.52,44.11,17,Active,10.15
M03127,Central,Commercial,2025-08-27,58.28,20.06,21,Active,8.52
M03128,West,Residential,2025-11-30,23.1,16.24,17,Active,7.18
M03129,West,Commercial,2025-09-03,107.02,38.36,13,Active,8.73
M03130,East,Commercial,2025-12-12,63.49,33.56,10,Active,8.74
M03131,West,Industrial,2025-01-08,106.31,31.12,19,Active,9.98
M03132,North,Residential,2025-06-01,43.28,14.17,11,Active,6.45
M03133,West,Residential,2025-07-30,32.92,12.3,15,Faulty,7.28
M03134,East,Industrial,2025-06-07,105.13,77.95,20,Active,10.31
M03135,Central,Residential,2025-02-27,25.5,16.54,13,Active,7.07
M03136,Central,Residential,2025-03-27,23.55,13.82,18,Active,6.58
M03137,West,Residential,2025-02-24,23.94,16.95,17,Active,6.25
M03138,South,Residential,2025-07-20,48.28,35.15,19,Faulty,6.42
M03139,Central,Residential,2025-05-02,20.23,9.65,19,Active,6.45
M03140,West,Industrial,2025-04-18,101.87,42.16,13,Active,10.23
M03141,East,Residential,2025-10-31,52.64,21.46,27,Active,6.2
M03142,West,Residential,2025-05-12,21.51,5.76,22,Active,6.5
M03143,Central,Commercial,2025-07-17,79.68,31.06,20,Active,8.13
M03144,East,Residential,2025-02-16,25.14,10.75,8,Active,6.65
M03145,West,Residential,2025-08-16,54.95,14.75,22,Faulty,7.23
M03146,North,Commercial,2025-09-02,78.63,54.36,17,Active,8.44
M03147,East,Industrial,2025-07-22,99.47,67.04,22,Active,9.56
M03148,North,Commercial,2025-09-18,48.97,18.4,21,Active,8.79
M03149,South,Commercial,2025-06-27,66.21,43.12,15,Active,8.83
M03150,East,Residential,2025-01-24,24.35,15.78,8,Active,6.62
M03151,North,Industrial,2025-06-24,98.87,41.28,13,Active,10.02
M03152,Central,Residential,2025-10-01,24.54,14.69,21,Active,7.16
M03153,Central,Commercial,2025-12-06,50.14,19.8,28,Active,9.22
M03154,South,Residential,2025-09-18,24.19,6.9,16,Active,6.88
M03155,East,Industrial,2025-10-13,98.44,49.46,33,Active,10.15
M03156,East,Commercial,2025-01-01,66.05,30.99,15,Active,8.09
M03157,East,Commercial,2025-03-27,72.24,23.05,19,Active,8.39
M03158,South,Residential,2025-12-04,32.28,15.99,21,Active,6.37
M03159,East,Residential,2025-03-10,31.01,22.47,16,Active,6.08
M03160,Central,Commercial,2025-01-31,58.34,35.92,17,Active,9.1
M03161,North,Commercial,2025-07-17,66.54,41.22,26,Faulty,9.13
M03162,Central,Residential,2025-04-01,23.06,14.5,11,Active,7.19
M03163,Central,Industrial,2025-12-15,116.33,72.39,24,Active,10.46
M03164,North,Industrial,2025-01-16,119.93,31.18,16,Active,10.42
M03165,Central,Residential,2025-11-06,23.06,16.43,29,Active,6.62
M03166,South,Commercial,2025-10-03,64.55,42.93,10,Active,9.11
M03167,North,Residential,2025-12-04,23.22,8.99,17,Active,6.66
M03168,Central,Residential,2025-06-11,35.97,18.93,20,Active,6.04
M03169,West,Residential,2025-07-11,78.59,43.81,20,Active,6.76
M03170,Central,Commercial,2025-05-31,49.21,15.55,16,Active,8.51
M03171,South,Commercial,2025-12-31,46.27,17.44,19,Active,8.68
M03172,East,Residential,2025-04-23,65.74,17.2,22,Active,6.57
M03173,Central,Commercial,2025-09-30,56.38,38.45,17,Active,8.65
M03174,East,Commercial,2025-06-25,56.0,14.7,19,Active,8.14
M03175,West,Commercial,2025-05-29,71.19,29.14,14,Active,8.02
M03176,Central,Residential,2025-06-27,30.61,8.85,19,Active,6.44
M03177,North,Industrial,2025-08-11,93.39,59.84,13,Active,9.83
M03178,East,Residential,2025-09-16,27.86,19.85,21,Active,6.33
M03179,West,Residential,2025-09-30,26.86,14.27,12,Active,7.22
M03180,North,Residential,2025-07-08,28.43,9.09,17,Active,7.06
M03181,North,Residential,2025-11-02,18.62,9.85,16,Active,6.02
M03182,North,Industrial,2025-03-31,101.5,64.47,10,Active,9.51
M03183,North,Residential,2025-12-09,23.64,14.4,10,Active,7.01
M03184,Central,Commercial,2025-09-19,53.95,33.5,15,Active,9.28
M03185,Central,Residential,2025-06-05,30.18,11.76,15,Active,6.6
M03186,Central,Residential,2025-07-19,20.09,5.76,13,Active,6.56
M03187,West,Industrial,2025-02-24,104.24,33.82,17,Active,9.86
M03188,West,Commercial,2025-09-11,47.44,34.52,18,Active,8.87
M03189,West,Residential,2025-06-22,25.32,14.1,21,Active,6.61
M03190,South,Residential,2025-07-19,25.49,15.65,14,Active,6.22
M03191,West,Residential,2025-04-12,20.16,14.1,12,Active,6.63
M03192,Central,Residential,2025-10-12,30.23,20.45,15,Active,6.49
M03193,Central,Commercial,2025-05-31,67.64,24.3,13,Active,9.16
M03194,South,Commercial,2025-04-21,63.03,17.59,17,Active,9.0
M03195,South,Residential,2025-09-23,30.34,21.62,15,Active,6.91
